model,# taxa,method_long,# sites,# genes,replicate,FN rate,data_revised,method,M2,M3,M4,sites_25,sites_50,sites_100,sites_200,genes_500,genes_1000
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,24,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,25,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,26,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,27,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,28,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,29,0.875,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,30,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,31,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,32,0,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,33,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,34,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,35,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,36,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,37,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,38,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,39,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,40,0.875,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,41,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,42,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,43,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,44,0.75,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,45,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,46,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,47,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,48,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,49,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,100,50,0.25,11-taxon - M4,NJst,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,1,0.25,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,2,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,3,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,4,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,5,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,6,0.25,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,7,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,8,0.625,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,9,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,10,0.625,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,11,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,12,0.75,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,13,0.75,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,14,0.75,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,15,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,16,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,17,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,18,0.625,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,19,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,20,0.75,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,21,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,22,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,23,0.75,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,24,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,25,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,26,1,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,27,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,28,0.625,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,29,1,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,30,0.625,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,31,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,32,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,33,1,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,34,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,35,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,36,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,37,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,38,0.875,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,39,1,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,40,0.75,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,41,0.75,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,42,0.375,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,43,1,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,44,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,45,0.5,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,46,0.25,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,47,0.625,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,48,0.625,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,49,0.25,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,RAxML_bestTree.concatenation_raxml_10runs,25,100,50,0.25,11-taxon - M4,RAxML,1,1,1,1,0,0,0,0,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,1,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,2,0,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,3,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,4,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,5,0.25,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,6,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,7,0,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,8,0,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,9,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,10,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,11,0.25,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,12,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,13,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,14,0.625,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,15,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,16,0.5,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,17,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,18,0.25,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,19,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,20,0.625,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,21,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,22,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,23,0.625,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,24,0,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,25,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,26,0.25,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,27,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,28,0.625,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,29,0.625,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,30,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,31,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,32,0,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,33,0.75,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,34,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,35,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,36,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,37,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,38,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,39,1,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,40,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,41,0.75,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,42,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,43,0.375,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,44,0.5,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,45,0.25,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,46,0.625,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,47,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,48,0.5,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,49,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,astral_fasttree_genetrees,25,500,50,0.125,11-taxon - M4,ASTRAL,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,1,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,2,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,3,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,4,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,5,0.875,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,6,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,7,0,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,8,0,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,9,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,10,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,11,0.25,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,12,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,13,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,14,0.875,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,15,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,16,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,17,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,18,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,19,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,20,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,21,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,22,0.875,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,23,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,24,0,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,25,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,26,0.875,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,27,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,28,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,29,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,30,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,31,0,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,32,0,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,33,0.75,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,34,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,35,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,36,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,37,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,38,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,39,1,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,40,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,41,0.75,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,42,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,43,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,44,0.5,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,45,0,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,46,0.625,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,47,0.25,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,48,0.375,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,49,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
11-taxon_model.10.200000.0.000001000,11,njst_fasttree_genetrees,25,500,50,0.125,11-taxon - M4,NJst,1,1,1,1,0,0,0,1,0
